"REF_DATE","GEO","DGUID","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024","Manitoba","2016A000246","Men+","All ages","Persons","249","units","0","v468874","8.2.1","755677","","","","0"
"2024","Manitoba","2016A000246","Men+","0 to 4 years","Persons","249","units","0","v469090","8.2.7","41934","","","","0"
"2024","Manitoba","2016A000246","Men+","5 to 9 years","Persons","249","units","0","v468904","8.2.13","47677","","","","0"
"2024","Manitoba","2016A000246","Men+","10 to 14 years","Persons","249","units","0","v468922","8.2.19","47863","","","","0"
"2024","Manitoba","2016A000246","Men+","15 to 19 years","Persons","249","units","0","v468943","8.2.25","47891","","","","0"
"2024","Manitoba","2016A000246","Men+","20 to 24 years","Persons","249","units","0","v468964","8.2.31","59717","","","","0"
"2024","Manitoba","2016A000246","Men+","25 to 29 years","Persons","249","units","0","v468982","8.2.37","63748","","","","0"
"2024","Manitoba","2016A000246","Men+","30 to 34 years","Persons","249","units","0","v469003","8.2.43","56913","","","","0"
"2024","Manitoba","2016A000246","Men+","35 to 39 years","Persons","249","units","0","v469021","8.2.49","53463","","","","0"
"2024","Manitoba","2016A000246","Men+","40 to 44 years","Persons","249","units","0","v469042","8.2.55","50423","","","","0"
"2024","Manitoba","2016A000246","Men+","45 to 49 years","Persons","249","units","0","v469063","8.2.61","44830","","","","0"
"2024","Manitoba","2016A000246","Men+","50 to 54 years","Persons","249","units","0","v469081","8.2.67","41240","","","","0"
"2024","Manitoba","2016A000246","Men+","55 to 59 years","Persons","249","units","0","v469102","8.2.73","39971","","","","0"
"2024","Manitoba","2016A000246","Men+","60 to 64 years","Persons","249","units","0","v469120","8.2.79","44250","","","","0"
"2024","Manitoba","2016A000246","Men+","65 to 69 years","Persons","249","units","0","v469141","8.2.85","39154","","","","0"
"2024","Manitoba","2016A000246","Men+","70 to 74 years","Persons","249","units","0","v469144","8.2.86","30450","","","","0"
"2024","Manitoba","2016A000246","Men+","75 to 79 years","Persons","249","units","0","v469147","8.2.87","22530","","","","0"
"2024","Manitoba","2016A000246","Men+","80 to 84 years","Persons","249","units","0","v469150","8.2.88","13192","","","","0"
"2024","Manitoba","2016A000246","Men+","85 to 89 years","Persons","249","units","0","v469153","8.2.89","6938","","","","0"
"2024","Manitoba","2016A000246","Men+","90 to 94 years","Persons","249","units","0","v31226810","8.2.126","2710","","","","0"
"2024","Manitoba","2016A000246","Men+","95 to 99 years","Persons","249","units","0","v31226816","8.2.132","690","","","","0"
"2024","Manitoba","2016A000246","Men+","100 years and older","Persons","249","units","0","v31226822","8.2.138","93","","","","0"
"2024","Manitoba","2016A000246","Men+","Median age","Years","308","units","0","v468895","8.2.105","36.1","","","","1"


